"4,3,6,5",8,"3,5",0.089,4
"24,22,25,21",16,,0.026,5
"16,14,15,13",15,"15,13",0.001,5
9,7,,0.03,5
"4,6",11,"6,4",0.008,5
"25,24",3,"25,24",0.008,6
"42,44,45",19,"42,45",0.047,6
"44,43,42,47",11,"43,44",0.051,6
44,9,44,0.125,6
"17,15,14,12,19,18,16,13",8,,0.154,6
"34,39,32",4,32,0.194,6
4,1274,4,0.175,6
"44,42,43,46,45",11,"43,46",0.055,6
36,19,36,0.154,7
"35,34,37,36,33",18,,0.166,7
"6,8,2,4,5",13,,0.063,7
"13,16,17,11",9,16,0.018,7
"34,33,35,36",9,"34,35",0.059,7
"24,21,27",10,"24,21",0.149,7
"13,14,15",7,,0.112,7
"20,24,25,27",19,24,0.177,7
"24,26",3,26,0.143,7
15,5,,0.06,7
"33,34,35,36,39",11,,0.079,7
"6,4,3,0,7,5",19,"7,6",0.013,7
5,12,5,0.009,7
"37,34,33,31",1470,33,0.046,7
23,13,,0.14,7
"12,15,13,14,17",14,,0.135,8
"13,15,19,14,12",12,,0.075,8
25,9,25,0.051,8
"44,43,45,42,49",1,"45,43",0.193,8
"16,14",6,,0.05,8
"36,37,35,38,33",1,,0.138,8
"12,14,13,15,16",18,13,0.198,8
"34,37,36",6,37,0.188,8
"13,15",1379,13,0.061,8
"34,35,38,36",13,36,0.072,8
"36,34",7,34,0.183,8
"25,23,26,27,24",1468,"24,25",0.124,8
5,18,,0.086,9
"13,15,14",3,15,0.187,9
"34,38,33,30",14,"33,38",0.05,9
"25,26,24,23",12,"23,25",0.089,9
"5,4,6",12,,0.075,9
"38,36,34,35",7,34,0.065,9
"22,25,24,26,23",9,,0.075,9
"15,14",12,,0.101,9
"34,35,32,36",11,"34,35",0.038,9
"7,3,5",9,3,0.081,9
"17,16,15",1210,"17,16",0.199,9
"45,44,42,41,46",18,42,0.001,9
"15,13,18,12,14",20,15,0.006,9
"24,29,26,25",13,,0.145,9
"15,17,14,12",14,,0.129,10
"45,44,40",9,"40,44",0.19,10
"3,2,7,6,4,5",14,6,0.152,10
"25,23,24,22",20,"25,23",0.182,10
"36,35,34,33",17,,0.153,10
"27,26",12,,0.069,10
45,17,45,0.046,10
"26,24,20,23,25",19,,0.037,10
"15,14,16,13,12",6,13,0.192,10
"14,16,15,11",1337,"14,15",0.027,10
"35,34,33,37",4,,0.086,10
"45,44,43,46",11,44,0.048,10
"26,25,24,20,27",20,20,0.129,10
"16,15,13,14,17",9,"17,15",0.152,10
"45,48,43,44,47",8,,0.058,10
"35,36,34",10,34,0.197,10
"45,44,47",4,"47,44",0.02,10
"5,4,6",11,"5,6",0.063,11
"41,44,47,45,43",4,,0.158,11
"45,43",13,45,0.139,11
"25,28,24,23",6,,0.122,11
"14,15,12,10",11,"10,14",0.134,11
"14,15,17,13",11,"15,17",0.123,11
"46,42,45,43,44,41,47",17,,0.136,11
"27,24,23,22,25",16,25,0.039,11
"24,25,21",2,,0.063,11
"23,25,24,28",10,28,0.189,11
"35,34",3,34,0.118,11
"23,26,25,24",12,"23,26",0.131,11
"24,22,27,25,26",11,,0.191,11
"44,45,46",16,"45,44",0.123,11
"7,6,5,4",16,7,0.022,11
"5,3,4",11,"5,4",0.128,12
"4,7,5,3",3,"7,3",0.017,12
"45,44,46",13,46,0.14,12
"24,25",11,"24,25",0.019,12
"0,2,6,4,1",11,6,0.16,12
"45,44,46,47,42",13,"44,47",0.095,12
"33,35,34",4,34,0.155,12
"24,25,23,26",10,"25,26",0.098,12
"33,34,35,37,36",1,,0.085,12
"44,45,46,43",16,"45,44",0.061,12
"5,3,0",7,"5,3",0.087,12
"34,35,36,32",9,34,0.137,12
"45,43,44,48",8,,0.136,12
"5,4,6,7",12,"5,7",0.145,12
"33,36,35",1,"35,36",0.036,12
"15,14,17,16,11",8,,0.033,13
"35,34,36,38,33",16,"36,34",0.172,13
"39,36,37,34,35",4,37,0.189,13
"15,16,14",17,"16,15",0.008,14
35,5,35,0.145,14
"6,4,5,3",20,,0.029,14
"2,5,7",5,"2,7",0.17,14
"14,15,13,12",13,,0.192,14
13,6,,0.006,14
"45,43",14,"45,43",0.068,14
"1,5,3,4",14,"5,1",0.118,15
"34,33,35,36",5,,0.084,15
"34,35,33",13,,0.048,16
"46,44,42,43,45",12,43,0.057,16
"14,15,12",2,"14,15",0.102,16
"48,41,42,44,49",6,,0.122,16
"25,24,22,26",12,24,0.04,17
"49,45,43,48,44,47",4,43,0.167,19
13,5,,0.102,20
"23,26,24,29,25",7,"29,25",0.052,22
"24,25",15,25,0.192,23
"25,24,28",11,24,0.193,23
"45,43,46,42,44",4,"44,45",0.062,24
"25,24",7,24,0.116,24
"44,45,40,46",9,"44,45",0.019,25
"23,25",12,,0.062,25
"14,13",10,"14,13",0.007,25
14,13,14,0.029,26
45,11,45,0.192,26
"15,14",10,"14,15",0.172,26
"23,24,25,20,26",17,,0.177,26
"24,25,26,23",1,,0.055,26
"43,46,44",18,46,0.048,26
15,20,,0.147,26
