"15,18,14,11,16,17",20,,0.146,2
"34,35",13,34,0.049,2
25,3,25,0.046,4
"36,35,34,38",6,"34,35",0.049,4
"5,4,6",16,,0.051,4
"44,45,40,47,42",12,"47,45",0.028,4
"5,4,6,3",5,,0.079,4
"44,43,45,49",509,49,0.104,5
"4,7,1,5",4,,0.196,5
"15,14,18,17",10,"15,14",0.018,5
"5,4,7",1,,0.097,5
"45,43,44,42,46,48",5,43,0.185,5
"4,3,5,1,6,9",5,,0.136,5
"24,26,23,25",2,"24,23",0.112,6
"45,46,44,43,42,40",3,"44,43",0.075,6
"43,45,44",2,"43,45",0.046,6
"35,36",12,,0.137,6
"46,44,43,45",5,,0.147,6
"15,13",20,13,0.103,6
"4,5,7",17,"4,5",0.112,6
"24,25,26,22,23",20,"25,23",0.063,6
"34,36,38,33,32",14,"32,34",0.176,6
"34,35,36,37",20,,0.106,6
"4,5,6",1,,0.065,6
31,2,31,0.023,7
"23,27,24,25,26",17,,0.015,7
"35,34,36",10,"36,34",0.075,7
36,4,36,0.099,7
"14,11,12",4,,0.028,7
"28,22,24,25,23",10,"23,24",0.007,7
"44,43,46,45",8,"43,45",0.079,7
"36,38,35,33,34",19,38,0.035,7
"23,24,25,21",2,,0.146,7
"42,44,45,46,43",3,,0.104,7
"25,24,23,27",4,,0.156,7
"4,6,0,3,5",9,"0,6",0.137,7
"24,23,25,26,22",15,"26,25",0.066,7
"24,22,25",8,"22,25",0.19,8
"8,4,3,5,6",2,4,0.141,8
"18,16",16,"16,18",0.021,8
"45,44",1,45,0.141,8
"45,44,46,42",10,,0.113,8
"45,46,44,43,42",5,43,0.019,8
"25,27,24,23,26",9,,0.144,8
"5,4,2",18,2,0.197,8
"5,4,3,1,6",2,,0.055,8
"44,45,47,41,46",12,"45,46",0.028,8
7,3,7,0.009,8
"44,43,40,47,45",5,"44,45",0.169,8
"23,25",16,25,0.195,8
"4,3,5,1",17,"1,3",0.127,8
"2,4,5",2,"4,5",0.015,8
"11,15,14",5,,0.009,8
24,19,,0.056,8
"43,44,46",19,,0.007,8
"4,5",8,4,0.045,8
"25,21,26,24,27",1,24,0.109,8
"44,45,46",20,45,0.133,8
"45,46,43,47,44",19,,0.035,8
"32,36,35,34",606,"32,36",0.049,8
"0,5,3,6,2,7,4",585,,0.188,8
"34,36,35,33,38",4,"36,38",0.053,9
"15,16,10,14,11",18,"10,14",0.063,9
"15,14,16,12",12,15,0.043,9
"23,24",12,,0.043,9
"24,23,28,25",6,25,0.112,9
"35,34,36,37,31",8,31,0.156,9
"4,3,1,8,2,5",8,3,0.054,9
"24,25,23",1,,0.193,9
"25,23,24,26",13,23,0.073,9
"15,14,17,16",15,,0.044,9
"26,29,25,23,24,21",11,"26,21",0.086,9
"2,4,3,6",4,,0.051,9
"24,23,26,25,22",12,,0.174,9
"44,42,43",3,"44,43",0.073,9
"1,4,3,2,5",18,,0.199,9
25,4,25,0.052,9
"24,25",14,,0.055,9
"25,23,24,28",6,,0.006,9
"33,35,34",13,,0.097,9
"25,24,27",547,"25,27",0.165,9
"24,26,22",13,"26,24",0.181,9
"25,24",7,25,0.151,9
"15,14,10,19",15,,0.124,9
"44,43,45,42,47",5,"43,47",0.093,9
"28,27",20,27,0.12,9
"23,24,20,25",7,"20,24",0.034,9
"31,33,34,32,35",8,33,0.048,9
"24,26,22",3,,0.085,9
"5,4,8",11,,0.123,9
"49,44,45,46",13,45,0.091,9
"3,1,5",8,"1,3",0.044,9
"36,34,32,39,35",20,"34,36",0.138,9
"38,33,34",19,"33,38",0.028,9
"44,45,41",13,"41,44",0.064,9
2,1,2,0.044,10
"44,46,45,42,47",14,"44,45",0.046,10
"14,15,16",3,16,0.151,10
"45,43,46",619,"45,46",0.042,10
"26,27,24,25,23",8,25,0.058,10
"14,16,17,19,13,12,15",7,,0.058,10
"45,46",16,,0.151,10
"6,7,5,2,4",15,5,0.175,10
"4,6,5,8",13,8,0.095,10
"24,27,26,25",7,24,0.041,10
"48,46,44,45,40,43",6,"40,48",0.068,10
"27,26,22,25",5,22,0.123,10
45,11,,0.122,10
"44,46,45,43,47",2,45,0.045,10
"17,14,13,15,16",4,"13,17",0.193,10
"15,14,13",20,"15,13",0.197,10
"35,36,34",4,35,0.04,10
"25,24,22",7,25,0.159,10
"44,48,45,40,42",19,,0.081,10
"25,24,28,26",622,25,0.077,10
"35,33,34,37",1,33,0.068,10
3,2,,0.141,10
"15,12,14,13",20,,0.073,10
"24,26,22,27,21,23",12,"22,26",0.142,10
"33,36,35,31,34",7,,0.146,11
35,7,35,0.167,11
"24,26,27,23,21,25",8,,0.091,11
"25,26,22",20,"22,25",0.033,11
"4,1,6",4,"4,6",0.152,11
35,15,,0.0,11
"17,14,15,12,16",9,12,0.009,11
"35,34,36,31,33,32",11,,0.16,11
"37,35,34,36",17,36,0.102,11
"26,25",11,,0.091,11
"20,24,25,27,22",15,,0.144,11
"15,18,14",15,,0.01,11
"15,19",19,15,0.042,11
"25,24,27,26",9,,0.166,11
"2,4,6,5",19,"6,4",0.049,11
"14,10,12,16,13,17",15,"13,16",0.176,11
"4,6,5,7,1",9,6,0.061,11
"34,35,36,37",17,36,0.05,11
24,5,,0.172,11
