"0,1,4",15,4,0.293,4
"0,1,4",19,4,0.003,5
"0,1",10,nan,0.562,5
"0,1,3,4",18,"0,1",0.787,7
"0,1,4",5,4,0.183,7
"0,1",20,nan,0.125,7
"0,1,4,7",24,4,0.19,7
"0,1,8",7,8,0.191,7
"0,4,5",21,4,0.681,7
"0,1,4",4,4,0.347,8
"0,1,4",7,4,0.034,8
"0,1,8",21,8,0.016,8
"0,1,3,4",20,"0,1",0.694,8
"0,4,5",18,4,0.262,8
1,25,nan,0.594,8
"0,1",19,nan,0.574,8
"0,1,4,7",16,4,0.389,8
1,25,nan,0.632,9
"0,1,8",18,8,0.646,9
"0,1",21,nan,0.526,9
"0,4",14,nan,0.553,9
"0,1,4,7",25,4,0.04,9
"0,4,5",1,4,0.653,9
"0,1,8",3,8,0.178,10
"0,4",8,nan,0.019,10
"0,2",5,2,0.233,10
"0,4,5",1,4,0.028,10
"0,1",17,nan,0.294,10
"0,1,4,7",19,4,0.609,10
"0,4",21,nan,0.431,10
"0,2",17,2,0.61,10
"0,5",1,nan,0.474,10
"0,1,4",25,4,0.585,10
"0,1,4",22,4,0.38,11
"0,1,8",13,8,0.309,11
"0,4",9,nan,0.488,11
"0,1,8",14,8,0.723,11
"0,4",2,nan,0.121,11
"0,1",3,nan,0.723,11
"0,1",22,nan,0.002,11
"0,1",8,nan,0.235,11
"0,5",2,nan,0.152,11
"0,1",4,nan,0.777,11
"0,5",9,nan,0.259,12
"0,5",23,nan,0.708,12
"0,1,4,7",19,4,0.218,12
"0,1",2,nan,0.129,12
"0,1",5,nan,0.298,12
"0,1,4,7",13,4,0.075,12
"0,4",3,nan,0.024,12
1,7,nan,0.245,13
"0,5",8,nan,0.472,13
"0,1",2,nan,0.454,14
"0,1,4",15,4,0.596,14
"0,1,4",8,4,0.776,14
"0,1,3,4",6,"0,1",0.642,15
"0,1,8",3,8,0.154,16
"0,4",9,nan,0.494,16
"0,1,4,7",8,4,0.636,17
"0,4,5",19,4,0.182,17
"0,1,8",15,8,0.52,25
"0,4,5",8,4,0.22,25
"0,1,4",1,4,0.063,26
"0,5",25,nan,0.372,26
"0,1,4",10,4,0.427,26
"0,2",18,2,0.764,26
"0,1,4,7",3,4,0.291,27
"0,1,4",13,4,0.177,27
"0,4",23,nan,0.591,27
"0,1,4",23,4,0.659,27
"0,1,3,4",5,"0,1",0.093,28
"0,4,5",12,4,0.32,28
"0,1,4,7",23,4,0.601,28
"0,1,4",18,4,0.647,28
"0,1,8",5,8,0.375,28
"0,1,4",18,4,0.411,28
"0,5",9,nan,0.748,28
"0,1",2,nan,0.392,29
"0,1,8",21,8,0.284,29
"0,1",11,nan,0.233,29
"0,1,4,7",2,4,0.58,29
"0,1,4",16,4,0.718,29
"0,2",9,2,0.643,29
"0,5",24,nan,0.27,29
"0,5",18,nan,0.562,29
"0,1,3,4",9,"0,1",0.499,29
1,14,nan,0.438,29
"0,1,4",11,4,0.304,29
"0,1,4",14,4,0.121,30
"0,1,4",12,4,0.437,30
"0,4,5",8,4,0.459,31
1,4,nan,0.205,31
"0,4",19,nan,0.635,31
"0,1,8",25,8,0.337,31
"0,1,4",23,4,0.086,31
"0,4,5",9,4,0.295,31
"0,1,4",4,4,0.314,32
"0,1,4",17,4,0.389,32
"0,1,4",5,4,0.695,32
"0,4",16,nan,0.388,32
"0,1,4,7",19,4,0.79,32
1,17,nan,0.149,33
"0,1,4",10,4,0.7,33
"0,1,8",7,8,0.337,33
"0,1,4",18,4,0.731,33
"0,2",21,2,0.184,33
"0,1,3,4",22,"0,1",0.484,33
"0,1,4",21,4,0.089,34
"0,1,4",16,4,0.645,34
"0,1",7,nan,0.26,34
"0,2",9,2,0.616,34
"0,4,5",4,4,0.104,35
"0,2",11,2,0.704,35
"0,2",25,2,0.171,35
"0,1,4",15,4,0.417,35
"0,1,4",18,4,0.238,36
"0,1,3,4",7,"0,1",0.502,36
"0,1",1,nan,0.17,36
"0,4",14,nan,0.075,38
"0,1,4,7",16,4,0.23,38
"0,1,4",24,4,0.71,43
"0,4,5",1,4,0.73,44
"0,5",21,nan,0.649,46
1,13,nan,0.175,46
"0,1,4",22,4,0.016,47
"0,1,4,7",20,4,0.753,47
"0,1,4",24,4,0.629,47
"0,1,4",22,4,0.257,47
"0,5",20,nan,0.157,47
"0,1,4,7",18,4,0.017,47
"0,1,4",2,4,0.399,47
"0,1,4",17,4,0.39,48
"0,1,4",19,4,0.263,48
"0,1,4",2,4,0.604,48
"0,1,4,7",18,4,0.506,48
"0,4",2,nan,0.564,48
"0,4,5",6,4,0.505,48
"0,1,4",13,4,0.756,48
"0,4",12,nan,0.259,48
"0,2",16,2,0.552,49
"0,4",21,nan,0.167,49
"0,1,4,7",19,4,0.092,49
"0,1",7,nan,0.445,49
"0,1,3,4",23,"0,1",0.669,49
"0,1,4,7",7,4,0.047,49
"0,1,8",13,8,0.279,49
"0,1,3,4",22,"0,1",0.442,49
"0,2",16,2,0.059,49
"0,1,4,7",19,4,0.597,49
"0,1,4",4,4,0.19,50
"0,1,8",12,8,0.159,50
"0,1,4,7",16,4,0.244,50
"0,1,4",12,4,0.595,50
"0,1,4",8,4,0.184,50
"0,2",17,2,0.762,50
"0,1,3,4",14,"0,1",0.488,51
"0,4",2,nan,0.531,51
"0,1",6,nan,0.293,51
"0,1,4",5,4,0.144,51
"0,1,8",21,8,0.198,51
"0,1,4",14,4,0.515,51
"0,5",1,nan,0.59,51
"0,1,4",15,4,0.252,51
"0,1,4",20,4,0.095,52
"0,1,4",25,4,0.312,52
"0,4,5",14,4,0.777,52
"0,4,5",6,4,0.12,52
"0,1,8",16,8,0.77,53
"0,1,4",9,4,0.673,53
"0,4,5",22,4,0.656,54
"0,4,5",13,4,0.362,54
"0,1,3,4",21,"0,1",0.39,54
"0,1,8",6,8,0.683,54
"0,1",19,nan,0.314,55
1,18,nan,0.218,55
"0,4",1,nan,0.074,55
"0,1,4",21,4,0.427,55
"0,2",21,2,0.111,55
"0,2",23,2,0.239,59
"0,4,5",22,4,0.478,60
"0,1,8",25,8,0.152,63
1,1,nan,0.751,65
"0,1,4",14,4,0.55,65
"0,1,4",24,4,0.612,66
1,21,nan,0.698,66
"0,1,4",8,4,0.263,66
1,9,nan,0.108,66
"0,4",5,nan,0.708,66
"0,1,4",15,4,0.685,67
"0,5",15,nan,0.585,67
"0,1,8",8,8,0.516,67
"0,4",8,nan,0.032,67
"0,4",7,nan,0.187,68
"0,4",24,nan,0.622,68
"0,1,4",19,4,0.521,68
"0,4,5",16,4,0.116,68
"0,1,3,4",23,"0,1",0.221,68
"0,2",4,2,0.46,68
"0,4,5",3,4,0.749,68
"0,1,3,4",15,"0,1",0.142,69
"0,1",11,nan,0.518,69
"0,1,4",10,4,0.323,69
"0,5",3,nan,0.041,69
"0,2",21,2,0.793,69
"0,1,4",11,4,0.741,69
"0,1,4",5,4,0.407,69
"0,4",20,nan,0.455,69
"0,1,4,7",15,4,0.76,70
"0,1,4,7",1,4,0.319,70
"0,1",9,nan,0.707,70
"0,1,8",6,8,0.506,70
"0,4,5",2,4,0.092,71
"0,1,8",11,8,0.687,71
"0,1,8",10,8,0.555,71
"0,1,4",20,4,0.652,71
"0,4,5",4,4,0.276,71
"0,1,4",17,4,0.135,71
"0,4",11,nan,0.716,71
"0,1",17,nan,0.027,71
"0,1,4,7",11,4,0.614,71
"0,1,8",22,8,0.307,71
1,23,nan,0.515,72
"0,1",18,nan,0.46,72
"0,1,4",11,4,0.465,72
"0,5",25,nan,0.264,72
"0,4,5",4,4,0.527,72
"0,5",15,nan,0.251,72
"0,1,4,7",20,4,0.066,72
"0,1",4,nan,0.037,73
"0,1,4",5,4,0.424,73
"0,1",14,nan,0.276,73
"0,1,3,4",17,"0,1",0.457,73
"0,1,4",21,4,0.213,73
"0,1,3,4",11,"0,1",0.058,74
"0,5",20,nan,0.271,74
"0,2",18,2,0.451,74
"0,1,3,4",23,"0,1",0.216,75
"0,1,4",4,4,0.612,76
"0,1,4,7",17,4,0.246,76
"0,1",5,nan,0.798,77
"0,1,3,4",23,"0,1",0.455,83
"0,1",23,nan,0.439,84
"0,1,8",13,8,0.544,85
"0,1",6,nan,0.478,85
1,24,nan,0.741,85
"0,1,4",4,4,0.566,85
"0,1,3,4",16,"0,1",0.49,86
"0,1,4",1,4,0.479,86
"0,1,4",8,4,0.674,86
"0,1",8,nan,0.632,86
"0,1,4",6,4,0.03,86
"0,1,4",14,4,0.066,87
"0,4,5",3,4,0.353,87
"0,1,3,4",2,"0,1",0.62,88
"0,1,4",13,4,0.248,88
"0,1,4",3,4,0.016,88
1,6,nan,0.598,88
"0,1,4",10,4,0.124,88
"0,5",17,nan,0.21,88
"0,2",1,2,0.278,88
"0,1",2,nan,0.229,89
"0,4",14,nan,0.162,89
"0,1,4",22,4,0.059,89
"0,4,5",1,4,0.362,89
"0,1,8",16,8,0.41,89
"0,4,5",24,4,0.368,89
"0,1,4",25,4,0.094,89
"0,1,3,4",18,"0,1",0.434,89
"0,1,8",20,8,0.599,90
"0,2",21,2,0.42,90
"0,1,4",20,4,0.672,90
"0,1,4",6,4,0.54,90
"0,1,8",23,8,0.318,90
"0,1,4",5,4,0.073,90
"0,1,4",12,4,0.386,90
"0,1,4",11,4,0.485,90
1,2,nan,0.449,90
"0,1,4",5,4,0.107,90
"0,1,4",3,4,0.047,90
"0,1,4",9,4,0.012,91
"0,1,4",25,4,0.354,91
"0,1,4,7",1,4,0.405,91
"0,4,5",4,4,0.48,91
"0,5",13,nan,0.053,92
"0,1,4,7",12,4,0.213,92
"0,1,4",8,4,0.503,92
"0,1,4",16,4,0.406,92
"0,1",1,nan,0.775,92
"0,1,4,7",17,4,0.259,93
"0,1",12,nan,0.588,93
"0,4,5",16,4,0.729,93
"0,1",3,nan,0.232,93
"0,2",5,2,0.203,93
"0,5",5,nan,0.423,93
"0,1,4,7",14,4,0.764,93
1,13,nan,0.201,94
"0,5",16,nan,0.117,94
"0,4",18,nan,0.602,94
"0,1,4",8,4,0.159,97
1,17,nan,0.339,97
"0,2",21,2,0.621,104
1,18,nan,0.762,104
"0,4",16,nan,0.475,104
"0,1,4",10,4,0.146,104
"0,1,4",17,4,0.738,105
"0,1,4",14,4,0.674,105
"0,1,4",18,4,0.572,105
"0,1,4,7",13,4,0.371,106
"0,1",11,nan,0.736,106
"0,4,5",19,4,0.181,106
1,1,nan,0.402,107
"0,1,4",7,4,0.234,107
"0,1,4",6,4,0.201,107
"0,1,4",14,4,0.103,107
"0,1,4",2,4,0.207,107
"0,1,3,4",16,"0,1",0.786,108
"0,4,5",24,4,0.049,108
1,21,nan,0.164,108
"0,1",4,nan,0.651,108
"0,1,4",23,4,0.495,109
"0,5",16,nan,0.725,109
"0,1,8",17,8,0.581,109
"0,1,4,7",13,4,0.296,109
"0,1,4",1,4,0.287,109
"0,1",21,nan,0.283,109
"0,2",21,2,0.529,109
"0,1,4",1,4,0.039,109
"0,1,4",9,4,0.739,110
"0,1",1,nan,0.652,110
"0,1,4",25,4,0.028,110
"0,1,8",4,8,0.267,110
"0,1,3,4",14,"0,1",0.433,110
"0,4",24,nan,0.68,110
"0,1,4,7",4,4,0.444,110
"0,1,4",24,4,0.537,110
"0,1,4,7",5,4,0.51,111
"0,1,4",11,4,0.063,111
"0,1,3,4",21,"0,1",0.082,111
"0,5",25,nan,0.291,111
"0,1,3,4",13,"0,1",0.32,111
"0,4",22,nan,0.194,111
