1,8,nan,0.405,4
"0,4",25,nan,0.124,6
1,19,nan,0.737,6
"0,1,3,4",21,"0,1",0.05,6
"0,1,8",17,8,0.143,6
"0,4",24,nan,0.251,7
"0,1,4",17,4,0.237,7
"0,1,4",20,4,0.261,7
1,12,nan,0.037,7
"0,1,4",17,4,0.426,7
"0,4",13,nan,0.665,7
"0,1,4",1,4,0.728,8
"0,4",12,nan,0.245,8
"0,1,3,4",5,"0,1",0.607,8
"0,1,4",18,4,0.451,8
"0,1",7,nan,0.647,8
"0,4",20,nan,0.266,9
"0,1,4",16,4,0.533,9
"0,1,4",7,4,0.459,9
"0,4",19,nan,0.162,9
"0,5",19,nan,0.077,10
"0,1,4",23,4,0.607,10
"0,1",18,nan,0.392,10
"0,4",7,nan,0.228,10
"0,1,4,7",24,4,0.384,10
"0,2",13,2,0.101,10
"0,1,4,7",5,4,0.56,11
"0,1",24,nan,0.035,11
"0,4,5",6,4,0.724,11
"0,5",22,nan,0.034,11
"0,1,8",21,8,0.604,11
"0,1,4",3,4,0.438,11
1,6,nan,0.72,11
"0,1,4,7",4,4,0.734,11
"0,1,4",24,4,0.171,11
"0,1",7,nan,0.457,11
"0,2",15,2,0.431,11
"0,4,5",21,4,0.562,11
"0,1,3,4",16,"0,1",0.113,11
"0,4,5",7,4,0.476,12
"0,4",19,nan,0.723,12
"0,4,5",6,4,0.05,12
"0,1",11,nan,0.71,12
1,10,nan,0.688,12
1,17,nan,0.553,12
"0,1,4,7",18,4,0.701,12
"0,1",2,nan,0.561,12
"0,4,5",16,4,0.59,13
"0,4",6,nan,0.429,13
"0,1,4",12,4,0.329,13
"0,1,4,7",16,4,0.26,13
"0,2",11,2,0.524,13
"0,1,8",1,8,0.543,14
"0,1,4",18,4,0.764,14
"0,4",12,nan,0.038,14
"0,4,5",3,4,0.119,15
"0,2",14,2,0.65,16
"0,1,3,4",19,"0,1",0.7,16
"0,1,4",17,4,0.405,18
1,18,nan,0.124,21
"0,1,8",24,8,0.465,24
"0,1,3,4",19,"0,1",0.759,25
"0,1,8",10,8,0.025,25
"0,1,8",4,8,0.281,26
"0,1,4",7,4,0.549,26
"0,1",25,nan,0.183,26
1,9,nan,0.586,26
"0,1",23,nan,0.632,26
"0,1,4",12,4,0.328,27
"0,1,8",9,8,0.07,27
"0,1",9,nan,0.324,27
"0,1,8",10,8,0.529,28
"0,4",17,nan,0.503,28
"0,4",4,nan,0.53,28
"0,1,4",13,4,0.428,28
"0,2",21,2,0.349,28
"0,5",20,nan,0.208,29
"0,4,5",21,4,0.606,29
"0,1,4",14,4,0.072,29
"0,5",22,nan,0.495,29
"0,1,4",23,4,0.31,29
"0,1,8",4,8,0.478,29
"0,4",2,nan,0.352,29
"0,4",13,nan,0.18,29
"0,1",23,nan,0.391,29
"0,4,5",2,4,0.589,30
"0,4",1,nan,0.115,30
"0,1,4",12,4,0.066,30
"0,1,4,7",3,4,0.228,30
"0,1,4",14,4,0.586,30
"0,5",18,nan,0.011,30
"0,1,4,7",7,4,0.181,31
"0,1,8",4,8,0.764,31
"0,1,4",16,4,0.763,31
1,12,nan,0.673,31
"0,1",6,nan,0.451,31
"0,1,3,4",8,"0,1",0.743,31
"0,1,4",16,4,0.562,31
"0,1,4,7",1,4,0.266,32
"0,1,4",23,4,0.692,32
"0,5",14,nan,0.265,32
"0,1,3,4",8,"0,1",0.041,32
"0,1,4,7",11,4,0.197,32
"0,1,8",21,8,0.005,32
"0,1,4,7",10,4,0.258,32
1,15,nan,0.087,33
"0,2",17,2,0.24,33
"0,5",10,nan,0.485,33
"0,4,5",19,4,0.481,33
"0,1,4,7",6,4,0.195,33
"0,4",11,nan,0.67,34
"0,1,3,4",18,"0,1",0.056,34
"0,1",18,nan,0.131,35
"0,1,4",21,4,0.677,35
"0,1,3,4",8,"0,1",0.578,35
"0,1,4,7",23,4,0.417,36
1,3,nan,0.482,36
1,20,nan,0.21,36
