"0,11,12",24,"11,12",0.366,3
"1,4,5,6,13,14",25,"4,13,14",0.68,5
"1,4,5,6,13,14",20,"4,13,14",0.612,5
"0,5,6,8",2,8,0.729,5
"0,1,2,5,6",11,nan,0.558,5
"0,2,5,6,10",5,10,0.153,5
"0,5,6,8",24,8,0.054,6
"1,4,5,6,13,14",25,"4,13,14",0.073,6
"0,11,12",12,"11,12",0.353,6
"1,4,5,6,13,14",4,"4,13,14",0.211,6
"1,4,5,6,13,14",15,"4,13,14",0.023,6
"0,5,6,8",3,8,0.243,6
"0,11,12",20,"11,12",0.785,7
"1,4,5",14,nan,0.04,7
"0,5,6,8",2,8,0.685,8
"0,1,2,5,6",25,nan,0.232,8
"0,2,5,6,10",18,10,0.468,8
"0,1,2,5,6",25,nan,0.306,8
"4,5,6,10",14,"4,6,10",0.7,8
"0,1,2,5,6",13,nan,0.594,8
"1,4,5",16,nan,0.453,9
"0,1,2,4,5,6",17,nan,0.36,9
"1,4,5",8,nan,0.743,9
"0,2,5,6",6,nan,0.738,9
"2,5,6,10",20,10,0.129,9
"0,10,11,12,14",18,"10,11,12,14",0.597,9
"1,4,5,6,13,14",11,"4,13,14",0.026,9
"0,4",14,nan,0.622,9
"0,1,2,5,6",3,nan,0.757,9
"1,4,5,6,13,14",11,"4,13,14",0.018,9
"0,2,11,12",2,nan,0.098,10
"0,2,5,6",12,nan,0.065,10
"0,4",1,nan,0.376,10
"0,5,6,8",11,8,0.795,10
"2,5,6,10",21,10,0.101,10
"0,2,11,12",16,nan,0.664,10
"4,5,6,10",9,"4,6,10",0.409,11
"0,11,12",1,"11,12",0.532,11
"1,5,6,10",1,10,0.518,11
"0,2,11,12",8,nan,0.418,11
"0,10,11,12,14",25,"10,11,12,14",0.024,11
"0,2,5,6,10",19,10,0.261,11
"0,4",16,nan,0.378,11
"1,4,5",16,nan,0.603,11
"0,11,12",12,"11,12",0.545,11
"0,10,11,12,14",7,"10,11,12,14",0.279,12
"0,11,12",5,"11,12",0.742,12
"4,5,6,10",10,"4,6,10",0.605,12
"0,11,12",1,"11,12",0.735,12
"4,5,6,10",25,"4,6,10",0.581,13
"0,11,12",2,"11,12",0.626,13
"0,11,12",22,"11,12",0.673,14
"4,5,6,7,8,9,10",5,10,0.788,14
"0,5,6,10",8,10,0.208,14
"0,5,6,10",16,10,0.169,14
"0,2,5,6,10",14,10,0.759,14
"0,2,5,6",10,nan,0.232,14
"2,5,6,10",15,10,0.076,15
"0,11,12",15,"11,12",0.323,16
"0,5,6,10",16,10,0.045,18
"4,5,6,10",14,"4,6,10",0.726,23
"0,1,2,5,6",4,nan,0.065,24
"0,11,12",10,"11,12",0.664,25
"0,5,6,8",20,8,0.398,26
"2,5,6,10",12,10,0.356,26
"1,2,4,10",20,10,0.747,27
"0,1,2,4,5,6",16,nan,0.764,27
"4,5,6,7,8,9,10",14,10,0.666,27
"0,2,5,6",14,nan,0.253,27
"0,1,2,5,6",7,nan,0.446,27
"0,10,11,12,14",24,"10,11,12,14",0.008,27
"0,10,11,12,14",24,"10,11,12,14",0.41,27
"1,4,5,6,13,14",25,"4,13,14",0.467,28
"0,1,2,4,5,6",12,nan,0.169,28
"1,2,4,10",19,10,0.485,28
"1,4,5",22,nan,0.325,28
"0,2,11,12",25,nan,0.457,28
"1,5,6,10",2,10,0.466,28
"1,4,5",12,nan,0.406,29
"0,2,11,12",23,nan,0.243,29
"1,4,5,6,13,14",11,"4,13,14",0.554,29
"1,4,5",18,nan,0.744,29
"0,1,2,4,5,6",20,nan,0.068,29
"0,1,2,5,6",16,nan,0.232,29
"0,4",24,nan,0.298,29
"0,1,2,5,6",14,nan,0.557,30
"1,4,5",8,nan,0.633,30
"0,2,5,6",20,nan,0.631,30
"0,2,11,12",23,nan,0.473,30
"4,5,6,10",4,"4,6,10",0.488,30
"0,5,6,10",20,10,0.344,31
"1,4,5",20,nan,0.556,31
"1,4,5,6,13,14",1,"4,13,14",0.161,31
"4,5,6,10",4,"4,6,10",0.037,31
"4,5,6,7,8,9,10",15,10,0.433,31
"2,5,6,10",5,10,0.343,31
"0,2,5,6",16,nan,0.273,32
"0,2,11,12",24,nan,0.39,32
"2,5,6,10",19,10,0.76,32
"1,4,5,6,13,14",2,"4,13,14",0.602,32
"4,5,6,10",10,"4,6,10",0.314,32
"4,5,6,7,8,9,10",18,10,0.185,32
"0,11,12",19,"11,12",0.49,33
"0,4",12,nan,0.413,33
"1,4,5,6,13,14",11,"4,13,14",0.651,33
"0,5,6,10",2,10,0.713,33
"0,4",17,nan,0.484,33
"1,4,5",15,nan,0.701,34
"4,5,6,10",2,"4,6,10",0.045,34
"4,5,6,7,8,9,10",18,10,0.619,34
"0,2,5,6,10",21,10,0.511,35
"1,4,5,6,13,14",19,"4,13,14",0.368,35
"4,5,6,7,8,9,10",17,10,0.774,35
"0,5,6,8",19,8,0.109,36
"0,2,5,6",3,nan,0.743,36
"1,5,6,10",20,10,0.232,37
"0,4",23,nan,0.707,37
"1,5,6,10",11,10,0.573,37
"0,4",16,nan,0.084,38
"0,2,5,6,10",1,10,0.468,42
"1,5,6,10",18,10,0.11,45
"1,5,6,10",11,10,0.404,45
"1,2,4,10",8,10,0.335,45
"1,4,5",6,nan,0.63,46
"0,5,6,10",15,10,0.034,46
"0,5,6,8",7,8,0.784,47
"0,4",1,nan,0.236,47
"0,4",15,nan,0.537,47
"1,4,5,6,13,14",20,"4,13,14",0.477,47
"1,5,6,10",8,10,0.309,48
"1,2,4,10",22,10,0.144,48
"0,2,5,6",24,nan,0.21,48
"0,2,5,6",20,nan,0.398,48
"0,2,5,6",13,nan,0.617,48
"4,5,6,7,8,9,10",24,10,0.171,48
"4,5,6,7,8,9,10",7,10,0.226,48
"0,5,6,10",5,10,0.51,48
"0,2,5,6",23,nan,0.008,49
"0,2,5,6,10",9,10,0.761,49
"0,5,6,8",8,8,0.688,49
"0,11,12",17,"11,12",0.555,49
"0,2,5,6,10",25,10,0.505,49
"4,5,6,7,8,9,10",3,10,0.379,49
"0,1,2,4,5,6",18,nan,0.342,49
"1,5,6,10",21,10,0.67,49
"1,4,5",4,nan,0.702,49
"0,11,12",17,"11,12",0.059,49
"2,5,6,10",9,10,0.157,49
"1,4,5",17,nan,0.459,49
"1,2,4,10",17,10,0.533,49
"1,4,5,6,13,14",6,"4,13,14",0.362,49
"0,2,5,6,10",5,10,0.143,50
"1,4,5,6,13,14",15,"4,13,14",0.307,50
"0,11,12",22,"11,12",0.394,50
"1,4,5,6,13,14",5,"4,13,14",0.144,50
"4,5,6,7,8,9,10",5,10,0.728,50
"1,4,5",11,nan,0.758,50
"1,4,5,6,13,14",11,"4,13,14",0.035,51
"1,5,6,10",16,10,0.201,51
"0,2,5,6,10",6,10,0.163,51
"4,5,6,7,8,9,10",24,10,0.667,52
"0,2,5,6",20,nan,0.212,52
"0,2,5,6,10",4,10,0.504,52
"4,5,6,7,8,9,10",20,10,0.007,52
"0,1,2,4,5,6",11,nan,0.566,52
"1,4,5,6,13,14",13,"4,13,14",0.117,52
"1,4,5,6,13,14",2,"4,13,14",0.297,52
"0,2,11,12",16,nan,0.456,52
"0,1,2,5,6",6,nan,0.424,52
"2,5,6,10",11,10,0.523,53
"0,2,11,12",3,nan,0.692,53
"0,10,11,12,14",5,"10,11,12,14",0.733,53
"0,2,11,12",7,nan,0.603,53
"0,2,5,6,10",10,10,0.293,53
"1,5,6,10",9,10,0.356,54
"0,1,2,4,5,6",5,nan,0.781,54
"1,2,4,10",6,10,0.538,55
"1,4,5",12,nan,0.536,56
"0,2,11,12",19,nan,0.651,57
"0,5,6,10",25,10,0.05,60
"0,5,6,8",12,8,0.599,61
"0,2,11,12",18,nan,0.042,64
"2,5,6,10",4,10,0.059,65
"1,2,4,10",22,10,0.251,65
"0,1,2,4,5,6",10,nan,0.525,65
"0,4",11,nan,0.106,66
"4,5,6,10",22,"4,6,10",0.201,66
"0,1,2,4,5,6",6,nan,0.069,66
"2,5,6,10",20,10,0.311,66
"0,11,12",3,"11,12",0.272,67
"2,5,6,10",7,10,0.38,67
"0,11,12",20,"11,12",0.413,67
"4,5,6,7,8,9,10",22,10,0.392,67
"0,4",4,nan,0.681,67
"0,5,6,8",2,8,0.49,67
"0,4",7,nan,0.52,67
"0,10,11,12,14",6,"10,11,12,14",0.497,67
"0,5,6,10",14,10,0.205,68
"2,5,6,10",21,10,0.437,68
"1,5,6,10",14,10,0.282,69
"1,4,5,6,13,14",21,"4,13,14",0.494,69
"0,2,5,6",7,nan,0.601,69
"0,1,2,4,5,6",10,nan,0.528,69
"0,2,5,6,10",14,10,0.597,69
"0,2,5,6,10",18,10,0.585,70
"4,5,6,7,8,9,10",15,10,0.615,70
"4,5,6,10",6,"4,6,10",0.788,70
"0,5,6,10",9,10,0.039,71
"0,10,11,12,14",11,"10,11,12,14",0.372,71
"1,4,5,6,13,14",21,"4,13,14",0.163,71
"1,2,4,10",20,10,0.575,71
"0,2,5,6,10",4,10,0.478,71
"0,1,2,4,5,6",17,nan,0.369,71
"0,5,6,8",10,8,0.069,71
"1,4,5,6,13,14",22,"4,13,14",0.562,71
"0,2,5,6,10",24,10,0.516,71
